rank,personName,age,finalWorth,category,source,country,state,city,organization,selfMade,gender,birthDate,title
2324,Sun Huaiqing & family,52,1200,Fashion & Retail,cosmetics,China,,Guangzhou,,TRUE,M,10/02/1969,
2324,Luc Tack,60,1200,Manufacturing,textile- chemicals,Belgium,,Deinze,,TRUE,M,09/01/1961,
2324,Lucio Tan,87,1200,Diversified,diversified,Philippines,,Manila,,TRUE,M,7/17/1934,
2324,Yoshikazu Tanaka,45,1200,Technology,social network,Japan,,Tokyo,,TRUE,M,2/18/1977,
2324,Stanley Tang,29,1200,Technology,food delivery app,United States,California,San Francisco,DoorDash,TRUE,M,10/27/1992,Cofounder
2324,Sam Tarascio,77,1200,Real Estate,real estate,Australia,,Melbourne,,TRUE,M,7/22/1944,
2324,Alexander Tedja,76,1200,Real Estate,real estate,Indonesia,,Jakarta,,TRUE,M,9/22/1945,
2324,Laurie Tisch,71,1200,Diversified,insurance- NFL team,United States,New York,New York,,FALSE,F,2/19/1951,
2324,Steven Tisch,73,1200,Diversified,insurance,United States,California,Beverly Hills,,FALSE,M,2/14/1949,
2324,Stefania Triva,57,1200,Healthcare,microbiology,Italy,,Brescia,,FALSE,F,10/04/1964,
2324,Maria Grace Uy,53,1200,Telecom,telecom,Philippines,,Angeles,,TRUE,F,4/25/1968,
2324,Wim van der Leegte,74,1200,Manufacturing,manufacturing,Netherlands,,Eindhoven,,FALSE,M,8/23/1947,
2324,Thongma Vijitpongpun,64,1200,Real Estate,real estate,Thailand,,Bangkok,,TRUE,M,07/08/1957,
2324,Jianfeng Wang & family,52,1200,Automotive,auto parts,China,,Ningbo,,TRUE,M,,
2324,Wang Jilei,57,1200,Logistics,logistics,China,,Shanghai,,TRUE,M,01/01/1965,
2324,Wang Junmin,53,1200,Healthcare,pharmaceuticals,China,,Chengdu,,TRUE,M,12/12/1968,
2324,Wang Kunxiao,52,1200,Manufacturing,oilfield equipment,China,,Yantai,,TRUE,M,6/23/1969,
2324,Wang Zhentao & family,56,1200,Healthcare,vaccine & shoes,China,,Wenzhou,,TRUE,M,5/14/1965,
2324,J. Wayne Weaver,86,1200,Diversified,Shoes,United States,Florida,Jacksonville,,TRUE,M,09/01/1935,
2324,Weng Xianding,60,1200,Healthcare,medical devices,China,,Shenzhen,,TRUE,M,11/28/1961,
2324,Horst Wortmann,80,1200,Fashion & Retail,footwear,Germany,,Detmold,,TRUE,M,05/08/1941,
2324,Wu Chung-yi,66,1200,Manufacturing,manufacturing,Taiwan,,Chang Hwa County,,FALSE,M,07/01/1955,
2324,Wu Li-gann,81,1200,Manufacturing,electronic components,Taiwan,,Kaohsiung,,TRUE,M,01/01/1941,
2324,Wu Peifu & family,60,1200,Manufacturing,plastic,China,,Suqian,,TRUE,M,10/10/1961,
2324,Xiu Laigui,67,1200,Healthcare,pharmaceuticals,China,,Tonghua,,TRUE,M,07/01/1954,
2324,Yeh Kuo-I,80,1200,Manufacturing,manufacturing,,,,,TRUE,M,4/21/1941,
2324,Faxiang Yu,50,1200,Media & Entertainment,tourism- cultural industry,China,,Shaoxing,,TRUE,M,10/07/1971,
2324,Zeng Chaolin,39,1200,Metals & Mining,Aluminium,China,,Yongzhou,,FALSE,M,08/01/1982,
2324,Zhang Tianyu,54,1200,Telecom,telecommunications,China,,Shenzhen,,TRUE,M,08/08/1967,
2324,Shusheng Zheng,56,1200,Telecom,telecom,China,,Hangzhou,,TRUE,M,01/01/1966,
2448,A. Jayson Adair,52,1100,Automotive,damaged cars,United States,Texas,Dallas,,TRUE,M,10/16/1969,
2448,Joao Alves de Queiroz Filho,69,1100,Diversified,pharmaceuticals,Brazil,,São Paulo,,TRUE,M,01/01/1953,
2448,Ryuji Arai,75,1100,Fashion & Retail,retail,Japan,,Tokyo,,TRUE,M,5/28/1946,
2448,Sara Blakely,51,1100,Fashion & Retail,Spanx,United States,Georgia,Atlanta,Spanx,TRUE,F,2/27/1971,Founder
2448,Lloyd Blankfein,67,1100,Finance & Investments,banking,United States,New York,New York,Goldman Sachs Group,TRUE,M,9/20/1954,CEO
2448,Henadiy Boholyubov,60,1100,Diversified,banking- investments,Ukraine,,Dnipro,,TRUE,M,01/01/1962,
2448,Casper Callerström,48,1100,Finance & Investments,financial services,Sweden,,Stockholm,,TRUE,M,04/08/1973,
2448,Kejian Cao,59,1100,Manufacturing,air compressors,China,,Quzhou,,TRUE,M,04/10/1962,
2448,Turgay Ciner,66,1100,Diversified,diversified,Turkey,,Istanbul,,TRUE,M,03/01/1956,
2448,Dai Lizhong,53,1100,Healthcare,medical testing,China,,Changsha,,TRUE,M,07/01/1968,
2448,Pedro de Godoy Bueno,31,1100,Healthcare,health insurance,Brazil,,Sao Paulo,,FALSE,M,4/14/1990,
2448,Aydin Dogan,85,1100,Media & Entertainment,media,Turkey,,Istanbul,,TRUE,M,4/15/1936,
2448,Wolfgang Egger,56,1100,Real Estate,real estate,Germany,,Augsburg,,TRUE,M,8/18/1965,
2448,Gabriel Escarrer,87,1100,Service,hotels,Spain,,Palma de Majorca,,TRUE,M,03/02/1935,
2448,Richard Fairbank,71,1100,Finance & Investments,banking,United States,Virginia,McLean,,TRUE,M,09/01/1950,
2448,Andy Fang,29,1100,Technology,food delivery app,United States,California,Monte Vista,DoorDash,TRUE,M,6/21/1992,Cofounder
2448,Benedicte Find,,1100,Healthcare,medical devices,Denmark,,Copenhagen,,FALSE,F,,
2448,Paul Fireman,78,1100,Fashion & Retail,Reebok,United States,Massachusetts,Brookline,,TRUE,M,2/14/1944,
2448,Donald Friese,81,1100,Manufacturing,manufacturing,United States,California,Los Angeles,,TRUE,M,10/03/1940,
2448,Soichiro Fukutake,76,1100,Service,education,New Zealand,,Auckland,,FALSE,M,12/14/1945,
2448,Antonio Gallardo Ballart,86,1100,Healthcare,pharmaceuticals,Spain,,Barcelona,,FALSE,M,03/12/1936,
2448,David Golub,59,1100,Finance & Investments,private equity,United States,New York,New York,,TRUE,M,4/16/1962,Investor
2448,Guan Yihong,52,1100,Food & Beverage,restaurant,China,,Guangzhou,,TRUE,M,,
2448,Stelios Haji-Ioannou,55,1100,Service,EasyJet,Monaco,,Monte Carlo,,FALSE,M,2/14/1967,
2448,Mustafa Hamied,81,1100,Healthcare,pharmaceuticals,India,,Mumbai,,FALSE,M,10/23/1940,
2448,Han Arming Hanafia,,1100,Technology,data centers,Indonesia,,Bogor,,TRUE,M,,
2448,Ronnen Harary,50,1100,Manufacturing,toys,Canada,,Toronto,,TRUE,M,01/01/1972,
2448,David Helgason,44,1100,Technology,game software,Denmark,,Copenhagen,,TRUE,M,01/01/1978,
2448,Christian Herz,,1100,Finance & Investments,coffee,Germany,,Hamburg,,FALSE,M,,
2448,Michaela Herz,,1100,Finance & Investments,coffee,Germany,,Hamburg,,FALSE,F,,
2448,Eduardo Hochschild,58,1100,Metals & Mining,mining,Peru,,Lima,Hochschild Mining PLC,FALSE,M,12/04/1963,Chairman
2448,Hong Seok-joh,69,1100,Fashion & Retail,convenience stores,South Korea,,Seoul,BGF Co. Ltd.,FALSE,M,01/08/1953,
2448,Huang Jiangji,,1100,Technology,smartphones,China,,Beijing,,TRUE,M,,
2448,Huang Xu,54,1100,Technology,semiconductor,China,,Fuzhou,,TRUE,M,09/01/1967,
2448,Subba Rao Jasti,95,1100,Healthcare,pharmaceuticals,India,,Hyderabad,,TRUE,M,01/01/1927,
2448,Long Jiang,48,1100,Technology,Manufacturing,China,,Weifang,,TRUE,M,02/01/1974,
2448,Jiang Xuefei & family,52,1100,Technology,printed circuit boards,China,,Shenzhen,,TRUE,M,12/08/1969,Actor
2448,Jonas Kamprad,56,1100,Finance & Investments,IKEA,United Kingdom,,London,,FALSE,M,03/04/1966,
2448,Mathias Kamprad,52,1100,Finance & Investments,IKEA,United Kingdom,,London,,FALSE,M,6/27/1969,
2448,Peter Kamprad,58,1100,Finance & Investments,IKEA,Belgium,,Tervuren,,FALSE,M,3/29/1964,
2448,Andrew Karam,40,1100,Media & Entertainment,mobile games,United States,California,Menlo Park,,TRUE,M,02/12/1982,
2448,Samvel Karapetyan,56,1100,Construction & Engineering,real estate,Russia,,Moscow,,TRUE,M,8/18/1965,
2448,Alexander Karp,54,1100,Technology,software firm,United States,California,Palo Alto,Palantir Technologies,TRUE,M,10/01/1967,Entrepreneur
2448,Ke Guihua,56,1100,Manufacturing,auto parts,China,,Shanghai,,TRUE,M,10/13/1965,
2448,Kim Jung-woong,47,1100,Fashion & Retail,cosmetics,South Korea,,Seoul,,TRUE,M,01/01/1975,
2448,Harry Klagsbrun,67,1100,Finance & Investments,financial services,Sweden,,Stockholm,,TRUE,M,7/22/1954,
2448,Alexander Knauf,47,1100,Manufacturing,building materials,Germany,,Würzburg,,FALSE,M,5/30/1974,
2448,Martin Knauf,,1100,Manufacturing,building materials,Germany,,Berlin,,FALSE,M,,
2448,Robert Knauf,,1100,Manufacturing,building materials,Germany,,Meerbusch,,FALSE,M,,
2448,Koh Wee Meng,58,1100,Real Estate,real estate- hotels,Singapore,,Singapore,,TRUE,M,07/01/1963,
2448,Sergei Kolesnikov,50,1100,Manufacturing,building materials,Russia,,Moscow,,TRUE,M,2/25/1972,
2448,Andrei Komarov,55,1100,Manufacturing,investments,Russia,,Moscow,,TRUE,M,10/11/1966,
2448,Koo Bon-neung,73,1100,Manufacturing,electronics,South Korea,,Seoul,Heesung Electronics,FALSE,M,3/26/1949,
2448,Koo Bon-sik,63,1100,Technology,LG,South Korea,,Seoul,Heesung,FALSE,M,6/28/1958,
2448,Suresh Krishna,85,1100,Automotive,auto parts,India,,Chennai,,FALSE,M,12/24/1936,
2448,Nancy Lerner,61,1100,Finance & Investments,banking- credit cards,United States,Ohio,Cleveland,,FALSE,F,05/11/1960,
2448,Norma Lerner,86,1100,Finance & Investments,banking,United States,Ohio,Cleveland,,FALSE,F,3/28/1936,
2448,Randolph Lerner,60,1100,Finance & Investments,banking- credit cards,United States,Ohio,Cleveland,,FALSE,M,2/21/1962,
2448,Li Shui-po,65,1100,Manufacturing,Manufacturing,China,,Kunshan,,TRUE,M,08/01/1956,
2448,Li Tan,57,1100,Healthcare,pharmaceuticals,China,,Shenzhen,,TRUE,F,12/19/1964,
2448,Li Wenmei & family,59,1100,Healthcare,medical equipment,China,,Guangzhou,,TRUE,M,10/27/1962,
2448,Lim Hariyanto Wijaya Sarwono,93,1100,Energy,palm oil- nickel mining,Indonesia,,Jakarta,,TRUE,M,11/01/1928,
2448,Lin Jie & family,53,1100,Healthcare,pharmaceuticals,China,,Taizhou,,TRUE,F,1/31/1969,
2448,Liu Chengyu & family,59,1100,Manufacturing,power supply equipment,China,,Shenzhen,,TRUE,M,7/26/1962,
2448,Lou Boliang,58,1100,Healthcare,pharmaceuticals,China,,Beijing,,TRUE,M,09/01/1963,
2448,Lun Ruixiang & family,54,1100,Real Estate,real estate,Hong Kong,,Hong Kong,,TRUE,M,01/01/1968,
2448,Lv Yongxiang,72,1100,Manufacturing,magnetic switches,China,,Changchun,,TRUE,M,01/03/1950,
2448,Ma Xiuhui,51,1100,Manufacturing,LED lighting,China,,Shanghai,,TRUE,F,01/07/1971,
2448,Yasseen Mansour,60,1100,Diversified,diversified,Egypt,,Cairo,,TRUE,M,08/08/1961,
2448,Jorge Mas,59,1100,Construction & Engineering,Construction,United States,Florida,Miami,,FALSE,M,2/28/1963,
2448,Michael McCain,,1100,Food & Beverage,packaged meats,Canada,,Toronto,,FALSE,M,,
2448,Gabriella Meister,,1100,Manufacturing,appliances,Germany,,Landsberg am Lech,,FALSE,F,,
2448,Ulrike Meister,55,1100,Manufacturing,appliances,Germany,,Landsberg,,FALSE,F,3/13/1967,
2448,Jeffrey Michael & family,65,1100,Technology,data management,United States,Minnesota,Minnetonka,,TRUE,M,7/18/1956,
2448,Soichiro Minami,45,1100,Technology,internet and software,Japan,,Tokyo,,TRUE,M,6/15/1976,
2448,Bob Muglia,62,1100,Technology,software,United States,Washington,Mercer Island,,TRUE,M,10/02/1959,
2448,Erik Must,79,1100,Finance & Investments,stock brokerage,Norway,,Oslo,,TRUE,M,1/26/1943,
2448,Kerr Neilson,72,1100,Finance & Investments,Investments,Australia,,Sydney,,TRUE,M,10/17/1949,
2448,John Oyler,54,1100,Healthcare,biotech,China,,,,TRUE,M,04/03/1968,
2448,Park Hyeon-joo,63,1100,Finance & Investments,mutual funds,South Korea,,Seoul,Mirae Asset,TRUE,M,10/17/1958,
2448,Jose Isaac Peres & family,81,1100,Real Estate,shopping malls,Brazil,,Rio de Janeiro,,TRUE,M,7/18/1940,Entrepreneur
2448,Catherine Phillips,,1100,Finance & Investments,investments,Canada,,Toronto,,TRUE,F,,
2448,John Phillips,71,1100,Finance & Investments,investments,Canada,,Toronto,,TRUE,M,01/01/1951,
2448,Pu Zhongjie & family,59,1100,Healthcare,medical equipment,China,,Beijing,,TRUE,M,01/01/1963,
2448,Qian Xiaojun,47,1100,Technology,IT,China,,Beijing,,TRUE,M,02/01/1975,
2448,Anton Rabie,50,1100,Manufacturing,toys,Canada,,Toronto,,TRUE,M,01/01/1972,
2448,Igor Rybakov,49,1100,Manufacturing,building materials,Russia,,Moscow,,TRUE,M,5/16/1972,
2448,K. Rai Sahi,75,1100,Real Estate,real estate,Canada,,Mississauga,Morguard Corporation,TRUE,M,4/30/1946,Entrepreneur
2448,Karl Scheufele- III. & family,83,1100,Fashion & Retail,jewelry,Switzerland,,Geneva,,TRUE,M,01/01/1939,
2448,Steven Schuurman,46,1100,Technology,software,Netherlands,,Amsterdam,,TRUE,M,9/24/1975,Entrepreneur
2448,Shao Zengming,,1100,Manufacturing,diamonds,China,,Zhengzhou,,TRUE,M,,
2448,Analjit Singh,68,1100,Diversified,diversified,India,,Delhi,,FALSE,M,01/11/1954,
2448,Kavita Singhania,60,1100,Manufacturing,cement,India,,Chennai,,FALSE,F,01/01/1962,
2448,Michael S. Smith,66,1100,Energy,liquefied natural gas,United States,Florida,Miami Beach,,TRUE,M,05/09/1955,Investor
2448,Scott Smith,72,1100,Technology,cloud computing,United States,Utah,Provo,,TRUE,M,04/12/1949,
2448,Ashok Soota,79,1100,Technology,software services,India,,Bangalore,,TRUE,M,11/12/1942,
2448,Michael Spencer,66,1100,Finance & Investments,stock exchange,United Kingdom,,London- Suffolk,,TRUE,M,5/30/1955,
2448,Venu Srinivasan,69,1100,Automotive,two-wheelers,India,,Chennai,,FALSE,M,12/11/1952,
2448,Dirk Stroeer,53,1100,Media & Entertainment,advertising,Germany,,Cologne,,FALSE,M,01/01/1969,
2448,Susanto Suwarto,66,1100,Media & Entertainment,media,Indonesia,,Jakarta,,TRUE,M,02/09/1956,
2448,Xiuguo Tang,58,1100,Manufacturing,manufacturing,China,,Changsha,,TRUE,M,8/25/1963,
2448,Mehmet Sinan Tara,63,1100,Construction & Engineering,construction,Turkey,,Istanbul,,FALSE,M,5/24/1958,
2448,Robert Toll,81,1100,Real Estate,home building,United States,Florida,Miami Beach,,TRUE,M,12/30/1940,
2448,Surin Upatkoon,72,1100,Diversified,telecom- lotteries- insurance,Malaysia,,Kuala Lumpur,,TRUE,M,4/18/1949,
2448,Sunil Vachani,53,1100,Manufacturing,electronics,India,,Delhi,,TRUE,M,11/27/1968,
2448,Murat Vargi,74,1100,Telecom,telecom,Turkey,,Istanbul,,TRUE,M,11/14/1947,
2448,Pongsak Viddayakorn,88,1100,Healthcare,hospitals,Thailand,,Bangkok,,TRUE,M,3/23/1934,
2448,Wang Linxiang,,1100,Fashion & Retail,cashmere,China,,Erdos,,TRUE,M,,
2448,Wang Shumin,65,1100,Manufacturing,manufacturing,China,,Beijing,,TRUE,F,01/11/1957,
2448,Richard Warke,,1100,Metals & Mining,Mining,Canada,,Vancouver,,TRUE,M,,
2448,Anne Werninghaus,36,1100,Manufacturing,industrial machinery,Brazil,,Joinville,,FALSE,F,01/01/1986,
2448,Allan Wong,72,1100,Manufacturing,electronics,Hong Kong,,Hong Kong,,TRUE,M,04/01/1950,
2448,Chaoqun Wu,52,1100,Manufacturing,chemicals,China,,Meishan,,TRUE,M,5/18/1969,
2448,Wu Yonghua,51,1100,Fashion & Retail,apparel,China,,Xiamen,,TRUE,M,01/01/1971,
2448,Wu Zhenxing,52,1100,Food & Beverage,soy sauce,China,,Foshan,,TRUE,M,10/01/1969,
2448,Franziska Wuerbser,34,1100,Manufacturing,kitchen appliances,,,,,FALSE,F,3/21/1988,
2448,Xia Xinde,57,1100,Manufacturing,batteries,China,,Guangzhou,,TRUE,M,10/15/1964,
2448,Xiong Jun & family,48,1100,Healthcare,pharmaceuticals,China,,Shanghai,,TRUE,M,02/06/1974,
2448,Jane Yan & family,52,1100,Technology,software,China,,Beijing,,TRUE,F,7/19/1969,
2448,Yang Erzhu,71,1100,Real Estate,real estate,China,,Foshan,,TRUE,M,01/01/1951,
2448,Vlad Yatsenko,38,1100,Finance & Investments,fintech,United Kingdom,,London,,TRUE,M,8/30/1983,
2448,Yi Xianzhong & family,62,1100,Healthcare,pharmaceuticals,China,,Guangzhou,,TRUE,M,05/01/1959,
2448,Yoshiaki Yoshida,81,1100,Fashion & Retail,cosmetics,Japan,,,,TRUE,M,1/31/1941,
2448,Yu Rong,50,1100,Healthcare,health clinics,China,,Shanghai,,TRUE,M,12/14/1971,
2448,Igor Yusufov,65,1100,Energy,oil & gas,Russia,,Moscow,,TRUE,M,06/12/1956,
2448,Zeng Weixiong,,1100,Healthcare,healthcare,China,,Shanghai,,TRUE,M,,
2448,Zhang Cheng Fei,54,1100,Manufacturing,paper & related products,China,,Dongguan,,TRUE,M,10/01/1967,
2448,Zhang Fangliang,57,1100,Healthcare,biotechnology,China,,Nanjing,,TRUE,M,01/01/1965,
2448,Baoshen Zhong,54,1100,Energy,solar energy,China,,Xian,,TRUE,M,12/01/1967,
2448,Zhou Minghua,58,1100,Healthcare,pharmaceutical,China,,Linhai,,TRUE,M,01/01/1964,
2578,Krishna Kumar Bangur,61,1000,Manufacturing,graphite electrodes,India,,Kolkata,,FALSE,M,07/02/1960,
2578,Wilbur  'Ed' Bosarge- Jr.,82,1000,Finance & Investments,high speed trading,United States,Texas,Houston,,TRUE,M,7/28/1939,
2578,Johanna Braun,42,1000,Healthcare,medical technology,Germany,,Melsungen,,FALSE,F,01/01/1980,
2578,Karl Friedrich Braun,39,1000,Healthcare,medical technology,Germany,,Melsungen,,FALSE,M,01/01/1983,
2578,Jean-Pierre Cayard,79,1000,Food & Beverage,spirits,France,,Paris,,FALSE,M,01/01/1943,
2578,Tony Chen,72,1000,Technology,electronics,Taiwan,,Taichung,,TRUE,M,07/01/1949,
2578,Vivien Chen,63,1000,Real Estate,real estate,Hong Kong,,Hong Kong,,FALSE,F,1/14/1959,
2578,Chey Ki-won,57,1000,Technology,computer services- telecom,South Korea,,Seoul,SK Holdings,FALSE,F,07/06/1964,
2578,Pollyanna Chu,64,1000,Finance & Investments,financial services- property,Hong Kong,,Hong Kong,,TRUE,F,04/01/1958,
2578,Roy Chi Ping Chung,69,1000,Manufacturing,manufacturing,Hong Kong,,Hong Kong,,TRUE,M,04/01/1953,
2578,Doug Clarke,41,1000,Technology,cameras- software,Australia,,Melbourne,,TRUE,M,01/01/1981,
2578,Ronald Clarke,66,1000,Technology,payments technology,United States,Georgia,Duluth,FleetCor Technologies,TRUE,M,8/15/1955,CEO
2578,Jean-Paul Clozel,67,1000,Healthcare,pharmaceuticals,Switzerland,,Basel,,TRUE,M,04/03/1955,
2578,Carl DeSantis,82,1000,Food & Beverage,energy drink,United States,Florida,Delray Beach,,TRUE,M,7/19/1939,
2578,Sefik Yilmaz Dizdar,84,1000,Fashion & Retail,fashion retail,Turkey,,Istanbul,,TRUE,M,3/16/1938,
2578,Charles Dunstone,58,1000,Telecom,mobile phones,United Kingdom,,London,,TRUE,M,01/01/1964,
2578,Larry Fink,69,1000,Finance & Investments,money management,United States,New York,New York,BlackRock,TRUE,M,11/02/1952,Cofounder- CEO
2578,Fu Gang,51,1000,Healthcare,pharma retailing,China,,Qingdao,,TRUE,M,05/01/1970,
2578,Jorge Gallardo Ballart,80,1000,Healthcare,pharmaceuticals,Spain,,Barcelona,,FALSE,M,9/26/1941,
2578,Nari Genomal,82,1000,Fashion & Retail,apparel,Philippines,,Manila,,FALSE,M,01/01/1940,
2578,Ramesh Genomal,71,1000,Fashion & Retail,apparel,Philippines,,Manila,,FALSE,M,01/01/1951,
2578,Sunder Genomal,68,1000,Fashion & Retail,garments,India,,Bangalore,,FALSE,M,01/01/1954,
2578,Horst-Otto Gerberding,69,1000,Food & Beverage,flavors and fragrances,Germany,,Holzminden,,FALSE,M,07/08/1952,
2578,Guo Jiangang,55,1000,Manufacturing,household appliances,China,,Foshan,,TRUE,M,8/15/1966,
2578,Polys Haji-Ioannou,62,1000,Service,EasyJet,Monaco,,Monaco,,FALSE,M,01/11/1960,
2578,Huang Jian,55,1000,Manufacturing,home appliance,China,,Shunde,,TRUE,M,01/01/1967,
2578,Huang Jinxiang & family,57,1000,Manufacturing,chemicals,China,,Xuancheng,,TRUE,M,1/27/1965,
2578,Huang Weibin,54,1000,Manufacturing,home appliances,China,,Haining,,TRUE,M,09/01/1967,
2578,Hiroshi Ishibashi,75,1000,Automotive,tires,Japan,,Tokyo,,FALSE,M,08/01/1946,
2578,Bent Jensen,70,1000,Manufacturing,electric systems,Denmark,,Nordborg,,FALSE,M,12/15/1951,
2578,Boris Jordan,55,1000,Manufacturing,cannabis,United States,New York,New York,,TRUE,M,06/02/1966,
2578,Morris Kahn,92,1000,Technology,software,Israel,,Beit Yanay,,TRUE,M,01/01/1930,
2578,Marcelo Kalim,52,1000,Finance & Investments,banking,Brazil,,Sao Paulo,,TRUE,M,10/15/1969,
2578,Eugene Kaspersky,56,1000,Technology,software,Russia,,Moscow,,TRUE,M,10/04/1965,
2578,Kangbao Ke & family,59,1000,Healthcare,retailing,China,,Guangzhou,,TRUE,M,01/01/1963,
2578,Yunfeng Ke & family,55,1000,Healthcare,retailing,China,,Guangzhou,,TRUE,M,01/01/1967,
2578,Ken Kendrick,78,1000,Sports,banking- sports team,United States,Arizona,Paradise Valley,,TRUE,M,09/02/1943,
2578,Ihor Kolomoyskyy,59,1000,Diversified,banking- investments,Ukraine,,Kiev,,TRUE,M,2/13/1963,
2578,Jeff Lawson,44,1000,Technology,software,United States,California,San Francisco,,TRUE,M,6/21/1977,Entrepreneur
2578,Liang Jiankun & family,60,1000,Metals & Mining,cobalt mining,China,,Nanjing,,TRUE,M,07/01/1961,
2578,Liu Baolin,68,1000,Fashion & Retail,pharmacies,China,,Wuhan,,TRUE,M,06/01/1953,
2578,Liu Quan,45,1000,Technology,IT,China,,Beijing,,TRUE,M,12/03/1976,
2578,Udo Mueller,60,1000,Media & Entertainment,advertising,Germany,,Cologne,,TRUE,M,01/01/1962,
2578,Bruce Nordstrom,88,1000,Fashion & Retail,Nordstrom department stores,United States,Washington,Seattle,,FALSE,M,10/01/1933,
2578,Scott Nuttall,49,1000,Finance & Investments,private equity,United States,New York,New York,,TRUE,M,11/25/1972,
2578,Roberto Ongpin,85,1000,Diversified,diversified,Philippines,,Manila,,TRUE,M,01/06/1937,
2578,Adrian Paval,53,1000,Fashion & Retail,retail,Romania,,Bacau,,TRUE,M,9/23/1968,
2578,Tyler Perry,52,1000,Media & Entertainment,movies- television,United States,Georgia,Atlanta,Television,TRUE,M,9/14/1969,Director
2578,Grant Petty,53,1000,Technology,cameras- software,Australia,,Melbourne,,TRUE,M,01/01/1969,
2578,G.V. Prasad,61,1000,Healthcare,pharmaceuticals,India,,Hyderabad,,FALSE,M,11/22/1960,
2578,Qiu Zixin,58,1000,Healthcare,biological,China,,Beijing,,TRUE,M,11/01/1963,
2578,Jupally Rameshwar Rao,66,1000,Real Estate,real estate,India,,Hyderabad,,TRUE,M,9/16/1955,
2578,Vera Rechulski Santo Domingo,73,1000,Food & Beverage,beer,Bermuda,,,,FALSE,F,12/26/1948,
2578,Michael Rees,47,1000,Finance & Investments,private equity,United States,Connecticut,New Canaan,,TRUE,M,3/19/1975,
2578,Mark Rein,58,1000,Media & Entertainment,video games,United States,North Carolina,Raleigh,,TRUE,M,05/02/1963,
2578,Ren Zhengfei,78,1000,Telecom,telecom equipment,China,,Shenzhen,,TRUE,M,01/01/1944,
2578,Francisco Jose Riberas Mera,57,1000,Manufacturing,steel- autoparts,Spain,,Madrid,,FALSE,M,06/01/1964,
2578,Boris Rotenberg,65,1000,Construction & Engineering,construction- pipes- chemicals,Russia,,Moscow,,TRUE,M,01/03/1957,
